agent_id;dh_id;agent_name;msisdn;status;created_at;updated_at;hub_manager_id
BD10635765_02;f1692d45-0ec1-4296-8509-c703f172ac10;Shakat Telecom_Agent02;1315762750;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10716815_01;51aca3d6-cc23-4635-9856-da55cda2415c;M/S MARWAH ENTERPRISE_Agent01;1315762850;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10716815_02;51aca3d6-cc23-4635-9856-da55cda2415c;M/S MARWAH ENTERPRISE_Agent02;1315762860;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10670848_01;7c32020b-6ba7-4d3e-8515-135221f31cd3;M/S TALUKDER AND BROTHERS TRADERS_Agent01;1315763380;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10670848_02;7c32020b-6ba7-4d3e-8515-135221f31cd3;M/S TALUKDER AND BROTHERS TRADERS_Agent02;1315763390;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10642430_01;a5106b29-7952-437a-a36d-d6020b495cb4;RF Enterprise_Agent01;1315765870;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10642430_02;a5106b29-7952-437a-a36d-d6020b495cb4;RF Enterprise_Agent02;1315765880;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10722644_01;39a26b98-3723-4f54-aa92-cc78d435cd28;HAZI ENTERPRISE Unit-2_Agent01;1315766216;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10722644_02;39a26b98-3723-4f54-aa92-cc78d435cd28;HAZI ENTERPRISE Unit-2_Agent02;1315766226;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10638665_01;ba7f3dd7-d35e-4186-97cc-9b531d54b6c5;Mahbub Traders_Agent01;1315767541;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10638665_02;ba7f3dd7-d35e-4186-97cc-9b531d54b6c5;Mahbub Traders_Agent02;1315767551;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10642875_01;d69749e9-f4ea-442a-a808-3069c28ed575;M/S Ariyan Enterprise_Agent01;1315767612;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10642875_02;d69749e9-f4ea-442a-a808-3069c28ed575;M/S Ariyan Enterprise_Agent02;1315767622;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10712818_01;2f50f2fe-962c-4c7f-8b82-93b1731694ec;M/S TOZOMUL ALI & SONS_Agent01;1315767947;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10712818_02;2f50f2fe-962c-4c7f-8b82-93b1731694ec;M/S TOZOMUL ALI & SONS_Agent02;1315767957;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10640844_01;b2b3459c-dbf8-4ccf-8894-e079271dac71;Shilpi Telecom Center_Agent01;1315767989;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10640844_02;b2b3459c-dbf8-4ccf-8894-e079271dac71;Shilpi Telecom Center_Agent02;1315767999;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10713619_01;5fec2eb6-dce6-4bea-9acf-f5f2b45798fa;M/S MEGHASYL TRADERS_Agent01;1315768262;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10713619_02;5fec2eb6-dce6-4bea-9acf-f5f2b45798fa;M/S MEGHASYL TRADERS_Agent02;1315768272;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10679589_01;220f3a1f-61a5-4742-97bc-9a68ce27f6f3;ZAMADDER ENTERPRISE_Agent01;1321236373;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10679589_02;220f3a1f-61a5-4742-97bc-9a68ce27f6f3;ZAMADDER ENTERPRISE_Agent02;1321236383;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10713431_01;5bdb69b7-f248-421e-a0c2-42cb53cf62ad;ZIM TRADING_Agent01;1321237729;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10713431_02;5bdb69b7-f248-421e-a0c2-42cb53cf62ad;ZIM TRADING_Agent02;1321237739;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10722271_01;7b2be725-1e68-4f40-ab59-ac46b4a61fe9;Mim Telecom_Agent01;1321238561;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10722271_02;7b2be725-1e68-4f40-ab59-ac46b4a61fe9;Mim Telecom_Agent02;1321238571;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10714695_01;9b059f9a-b72b-4356-b201-55fce6fcd7f0;NAYFA TRADE BD (HEMAYETPUR)_Agent01;1321238796;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10714695_02;9b059f9a-b72b-4356-b201-55fce6fcd7f0;NAYFA TRADE BD (HEMAYETPUR)_Agent02;1321238806;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10726324_01;31e8c769-885e-44ca-a7a4-632ab640e115;J H Traders Jhenaidah_Agent01;1321238996;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10726324_02;31e8c769-885e-44ca-a7a4-632ab640e115;J H Traders Jhenaidah_Agent02;1321239006;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10671649_01;dda32fb1-6d78-4eb6-930b-bd298360054d;H A Enterprise_Agent01;1321247160;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10671649_02;dda32fb1-6d78-4eb6-930b-bd298360054d;H A Enterprise_Agent02;1321247170;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10716755_01;2e52580a-a99d-418b-957a-f52a5d1969e3;AL AMIN TRADERS_Agent01;1321247400;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10716755_02;2e52580a-a99d-418b-957a-f52a5d1969e3;AL AMIN TRADERS_Agent02;1321247410;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10671317_01;f43b2c4b-100b-4a10-a634-9a1920049ef1;M/S Nasir Enterprise-Gurudaspur_Agent01;1321247720;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10671317_02;f43b2c4b-100b-4a10-a634-9a1920049ef1;M/S Nasir Enterprise-Gurudaspur_Agent02;1321247730;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10722636_01;c274b23f-a9fc-4472-8a79-5dae23b8a52b;Priyoshop.com limited_Agent01;1321248964;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10722636_02;c274b23f-a9fc-4472-8a79-5dae23b8a52b;Priyoshop.com limited_Agent02;1321248974;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10715933_01;e369495b-74fa-415a-b316-c0cf766c704f;M/S. FDL ENTERPRISE_Agent01;1321249008;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10715933_02;e369495b-74fa-415a-b316-c0cf766c704f;M/S. FDL ENTERPRISE_Agent02;1321249018;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10722099_01;a443c74c-920c-44a5-94fb-933905d82b63;J H TRADERS_Agent01;1321251490;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10722099_02;a443c74c-920c-44a5-94fb-933905d82b63;J H TRADERS_Agent02;1321251500;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10671348_01;472bf527-8597-4f35-ae3d-341440670fda;M/S. SUMON AND BROTHERS-1_Agent01;1321258540;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10671348_02;472bf527-8597-4f35-ae3d-341440670fda;M/S. SUMON AND BROTHERS-1_Agent02;1321258550;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10707682_01;6007978b-32f7-4fdd-a483-bac7a5c0cbe5;DIGITAL SOLUTION (HAJIGANJ)_Agent01;1321261500;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10707682_02;6007978b-32f7-4fdd-a483-bac7a5c0cbe5;DIGITAL SOLUTION (HAJIGANJ)_Agent02;1321261510;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10716774_01;e4fd20c2-cc2e-4773-9197-b8c5de4da542;M/S Shejuti Traders_Agent01;1321261926;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10716774_02;e4fd20c2-cc2e-4773-9197-b8c5de4da542;M/S Shejuti Traders_Agent02;1321261936;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10714423_01;91ffd375-c116-436e-9ae5-d5f209a3bd53;NEW JAMILA ENTERPRISE_Agent01;1321262738;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10714423_02;91ffd375-c116-436e-9ae5-d5f209a3bd53;NEW JAMILA ENTERPRISE_Agent02;1321262748;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10716825_01;feaf229a-6c9d-4d2b-a198-023a4ac1d16b;HOSSAIN ENTERPRISE (BEGUMGANJ)_Agent01;1321263140;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10716825_02;feaf229a-6c9d-4d2b-a198-023a4ac1d16b;HOSSAIN ENTERPRISE (BEGUMGANJ)_Agent02;1321263150;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10724015_01;1cb85339-f0d9-4dc9-bc5e-ef07a277e291;SOUDAGOR AGENCY_Agent01;1321263271;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10724015_02;1cb85339-f0d9-4dc9-bc5e-ef07a277e291;SOUDAGOR AGENCY_Agent02;1321263281;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10683733_01;2317011d-852a-4cbc-b30a-8bca7167cf2d;M/S SAHA AND BROTHERS_Agent01;1321267613;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10683733_02;2317011d-852a-4cbc-b30a-8bca7167cf2d;M/S SAHA AND BROTHERS_Agent02;1321267623;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10722253_01;461ac1d7-39e9-4549-a98f-e3ba88a195d2;Cell Phoney_Agent01;1321268388;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10722253_02;461ac1d7-39e9-4549-a98f-e3ba88a195d2;Cell Phoney_Agent02;1321268398;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10681730_01;15c496e0-aefc-44b8-96f5-9741266d7e53;NISSAN ENTERPRISE_Agent01;1321268494;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10681730_02;15c496e0-aefc-44b8-96f5-9741266d7e53;NISSAN ENTERPRISE_Agent02;1321268504;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10717108_01;415b397e-2dc7-48bf-89b6-f4cb4e04977d;M/S SHEJUTI TRADERS (ISLAMPUR)_Agent01;1321268585;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10717108_02;415b397e-2dc7-48bf-89b6-f4cb4e04977d;M/S SHEJUTI TRADERS (ISLAMPUR)_Agent02;1321268595;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10681938_01;671d1f6d-2011-4770-b13e-cfeb8358e4c6;M/S. Arunave Communication_Agent01;1321269587;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10681938_02;671d1f6d-2011-4770-b13e-cfeb8358e4c6;M/S. Arunave Communication_Agent02;1321269597;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10731282_01;15fb8c89-a743-47bd-bd9e-4bf81f7df409;PRIYOSHOP.COM LIMITED (SONARGAON)_Agent01;1321270003;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10731282_02;15fb8c89-a743-47bd-bd9e-4bf81f7df409;PRIYOSHOP.COM LIMITED (SONARGAON)_Agent02;1321270013;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10686916_01;b6823ebf-1b64-4637-8ce1-518eb6fc536e;RAPID DISTRIBUTION_Agent01;1321270284;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10686916_02;b6823ebf-1b64-4637-8ce1-518eb6fc536e;RAPID DISTRIBUTION_Agent02;1321270294;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10708456_01;c02839ae-73cc-425f-ac1c-9d997cd41afd;DISHARI TRADING_Agent01;1321271210;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10708456_02;c02839ae-73cc-425f-ac1c-9d997cd41afd;DISHARI TRADING_Agent02;1321271220;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10712164_01;ab9a1a7e-93af-407c-8108-41f928d13895;M/S NAIEM TRADERS UNIT-2_Agent01;1321271222;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10712164_02;ab9a1a7e-93af-407c-8108-41f928d13895;M/S NAIEM TRADERS UNIT-2_Agent02;1321271232;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10730622_01;9048ebb2-85e6-4a8d-950a-a588e2e55190;A M Communication- 2_Agent01;1321272232;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10730622_02;9048ebb2-85e6-4a8d-950a-a588e2e55190;A M Communication- 2_Agent02;1321272242;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10694840_01;f875cac2-3c7a-4dcd-9644-7ab84b1ae449;ZAMADDER ENTERPRISE-2_Agent01;1321274284;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10694840_02;f875cac2-3c7a-4dcd-9644-7ab84b1ae449;ZAMADDER ENTERPRISE-2_Agent02;1321274294;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10723434_01;68b86a27-0845-4272-9cd7-e4b0d9df3cb0;Cell Phoney Sapahar_Agent01;1321274437;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10723434_02;68b86a27-0845-4272-9cd7-e4b0d9df3cb0;Cell Phoney Sapahar_Agent02;1321274447;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10725472_01;28da7cfb-7e11-4d5b-896f-734cbf44f1c3;Pioneer Trade International_Agent01;1321274482;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10725472_02;28da7cfb-7e11-4d5b-896f-734cbf44f1c3;Pioneer Trade International_Agent02;1321274492;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10726654_01;033ecc1d-754b-455f-b990-3eba04452344;M/S KHALIL ENTERPRISE_Agent01;1321275007;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10726654_02;033ecc1d-754b-455f-b990-3eba04452344;M/S KHALIL ENTERPRISE_Agent02;1321275017;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10716817_01;3e5a50aa-84a4-4bab-ab84-db62c3070363;MILLENNIUM ENTERPRISE_Agent01;1324745484;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10716817_02;3e5a50aa-84a4-4bab-ab84-db62c3070363;MILLENNIUM ENTERPRISE_Agent02;1324745494;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10732372_01;83ee1021-0e5e-4584-a338-65fa459074b4;S A Business Corner_Agent01;1324745774;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10732372_02;83ee1021-0e5e-4584-a338-65fa459074b4;S A Business Corner_Agent02;1324745784;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10732370_01;f03576ef-e700-4bd9-af83-5777c7bfdbb9;Vector Enterprise Lalbag_Agent01;1324745885;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10732370_02;f03576ef-e700-4bd9-af83-5777c7bfdbb9;Vector Enterprise Lalbag_Agent02;1324745895;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10726325_01;cc18f957-3ce1-42c8-a1cc-e9e2b687139c;Saha Distribution Network (S.D.N)_Agent01;1324747079;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10726325_02;cc18f957-3ce1-42c8-a1cc-e9e2b687139c;Saha Distribution Network (S.D.N)_Agent02;1324747089;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10724016_01;1064eeef-75f0-44f0-b977-1eeb8d92ac0d;CITY EXPRESS_Agent01;1324747750;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10724016_02;1064eeef-75f0-44f0-b977-1eeb8d92ac0d;CITY EXPRESS_Agent02;1324747760;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10714424_01;a0d184bd-d903-4e56-8a07-555342afff4b;RAWOAHA ENTERPRISE_Agent01;1324747765;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10714424_02;a0d184bd-d903-4e56-8a07-555342afff4b;RAWOAHA ENTERPRISE_Agent02;1324747775;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10694839_01;6d2df233-41da-4478-8fc2-9a107be01d2d;M/S Nazmul Traders_Agent01;1324748250;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10694839_02;6d2df233-41da-4478-8fc2-9a107be01d2d;M/S Nazmul Traders_Agent02;1324748260;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10725226_01;d8d0189f-b1df-496c-9d23-f85618e6bd90;POP Distribution Limited (Matlab)_Agent01;1324749646;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10725226_02;d8d0189f-b1df-496c-9d23-f85618e6bd90;POP Distribution Limited (Matlab)_Agent02;1324749656;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10722638_01;0acb5175-08d9-4828-b0e1-f6ee62e29032;M/S. FDL ENTERPRISE SIDDHIRGANJ_Agent01;1324750265;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10722638_02;0acb5175-08d9-4828-b0e1-f6ee62e29032;M/S. FDL ENTERPRISE SIDDHIRGANJ_Agent02;1324750275;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10712201_01;baf8ecee-f0e6-42c0-9084-bdf1adc93024;Jahan Trading_Agent01;1324750890;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10712201_02;baf8ecee-f0e6-42c0-9084-bdf1adc93024;Jahan Trading_Agent02;1324750900;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10723957_01;d5535399-6156-4dd0-846b-748eaf615758;M/S Marhaba Enterprise_Agent01;1324751674;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10723953_01;4ca1a0e1-ab52-42dc-b25a-5d78963d2c28;M/S SHAHIN TRADERS_Agent01;1324751675;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10724296_01;e69dbb2c-6a51-4322-8adf-f6c02bdc6da4;MOULA BOKSH KARIM BOKSH LTD (HABIGANJ)_Agent01;1324751676;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10723957_02;d5535399-6156-4dd0-846b-748eaf615758;M/S Marhaba Enterprise_Agent02;1324751684;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10723953_02;4ca1a0e1-ab52-42dc-b25a-5d78963d2c28;M/S SHAHIN TRADERS_Agent02;1324751685;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10724296_02;e69dbb2c-6a51-4322-8adf-f6c02bdc6da4;MOULA BOKSH KARIM BOKSH LTD (HABIGANJ)_Agent02;1324751686;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10732371_01;b631a38e-d779-46d6-9f14-776b9cc60475;PayPos Limited_Agent01;1324753629;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10732371_02;b631a38e-d779-46d6-9f14-776b9cc60475;PayPos Limited_Agent02;1324753639;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10726657_01;9fd760e6-3532-49ce-a718-f80ebcfe9b47;M/S Sumon Traders_Agent01;1324754310;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10726657_02;9fd760e6-3532-49ce-a718-f80ebcfe9b47;M/S Sumon Traders_Agent02;1324754320;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10726667_01;44a9082e-3547-4bd5-beec-2b9e23e341c7;M/S Connect_Agent01;1324754324;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10726667_02;44a9082e-3547-4bd5-beec-2b9e23e341c7;M/S Connect_Agent02;1324754334;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10731234_01;ec8c8f86-2d32-4af0-b023-09582760d432;M/S. FDL ENTERPRISE (KONABARI)_Agent01;1324755343;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10731234_02;ec8c8f86-2d32-4af0-b023-09582760d432;M/S. FDL ENTERPRISE (KONABARI)_Agent02;1324755353;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10694859_01;481a3ab2-e6b2-4718-96fb-8b944bfc908e;MORIAM ENTERPRISE_Agent01;1324755490;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
BD10694859_02;481a3ab2-e6b2-4718-96fb-8b944bfc908e;MORIAM ENTERPRISE_Agent02;1324755500;ACTIVE;2026-03-28 05:15:13.426756+00;2026-03-28 05:15:13.426756+00;
